,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
470,Gigmoto,PH,13.7796,124.39,78.3,88,100,16.35,moderate rain
471,Gorbatov,RU,56.1331,43.0583,-2.0,77,0,8.95,light snow
472,Yamada,JP,39.4667,141.95,40.17,81,53,14.56,broken clouds
473,Bafra,TR,41.5678,35.9069,48.2,87,75,8.05,light rain
474,Hoegaarden,BE,50.7758,4.8874,39.99,93,90,6.64,light intensity drizzle
475,Panubigan,PH,7.4281,123.3466,78.66,84,100,6.62,overcast clouds
476,Bay City,US,43.5945,-83.8889,39.0,80,1,9.22,clear sky
477,Le Portel,FR,50.7056,1.5757,50.0,93,90,12.66,overcast clouds
478,Guilin,CN,25.2819,110.2864,41.0,87,46,0.6,scattered clouds
479,Gazanjyk,TM,39.2446,55.5154,37.4,76,0,16.8,clear sky
480,Jacareacanga,BR,-6.2222,-57.7528,77.88,92,100,2.13,moderate rain
481,Nemuro,JP,43.3236,145.575,34.34,87,100,14.29,overcast clouds
482,Maragogi,BR,-9.0122,-35.2225,79.16,75,11,8.86,few clouds
483,Custoias,PT,41.1053,-7.321,35.01,8,0,0.74,clear sky
484,San Clemente,US,33.427,-117.612,73.99,45,6,1.01,clear sky
485,Aksu,CN,41.1231,80.2644,17.11,78,0,2.35,clear sky
486,Mnogovershinnyy,RU,53.9353,139.9242,-17.54,88,99,3.38,overcast clouds
487,Raudeberg,NO,61.9875,5.1352,28.4,64,0,9.22,clear sky
488,Nahan,IN,30.55,77.3,46.78,54,1,2.17,clear sky
489,Klaksvik,FO,62.2266,-6.589,39.2,81,75,17.27,broken clouds
490,Harper,LR,4.375,-7.7169,78.84,81,51,5.84,broken clouds
491,Bouna,CI,9.2667,-3.0,77.2,17,28,3.85,scattered clouds
492,Itoman,JP,26.1247,127.6694,59.0,63,75,8.05,broken clouds
493,Winnemucca,US,40.973,-117.7357,54.16,57,82,22.88,broken clouds
494,Vila Franca Do Campo,PT,37.7167,-25.4333,62.01,94,75,5.75,light rain
495,Aswan,EG,24.0934,32.907,66.65,29,3,7.4,clear sky
496,Olafsvik,IS,64.8945,-23.7142,41.88,85,100,10.8,light rain
497,Whitehorse,CA,60.7161,-135.0538,24.01,68,75,11.5,broken clouds
498,San Juan,AR,-31.5375,-68.5364,87.96,32,0,15.86,clear sky
499,Rumuruti,KE,0.267,36.5389,55.81,82,13,4.79,few clouds
500,Callaway,US,30.153,-85.5699,51.01,71,1,4.61,clear sky
501,Bamenda,CM,5.9527,10.1582,64.85,40,14,3.18,few clouds
502,Orsha,BY,54.5153,30.4053,17.64,97,100,12.08,snow
503,Kathmandu,NP,27.7167,85.3167,46.4,93,75,2.3,mist
504,Araouane,ML,18.9048,-3.5265,69.6,22,0,14.45,clear sky
505,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.78,96,90,3.44,moderate rain
506,Pandan,PH,14.0453,124.1694,78.58,88,100,18.9,heavy intensity rain
507,Kalangala,UG,-0.3089,32.225,74.37,71,65,7.29,broken clouds
508,Rutland,US,43.6167,-73.0162,33.8,64,90,3.02,overcast clouds
509,Zorgo,BF,12.2489,-0.6158,75.0,17,0,10.89,clear sky
510,Polyarnyy,RU,69.1989,33.4478,-14.8,76,0,2.24,clear sky
511,Hobyo,SO,5.3505,48.5268,75.74,78,1,21.77,clear sky
512,Zalantun,CN,48.0,122.7167,-10.19,82,0,4.79,clear sky
513,San Julian,MX,21.0167,-102.1667,67.03,26,98,7.14,overcast clouds
514,Samarai,PG,-10.6167,150.6667,83.5,75,100,6.78,light rain
515,Sandy Point,AU,-38.8167,146.1,64.99,65,70,8.97,broken clouds
516,Katsuura,JP,35.1333,140.3,46.4,71,40,6.91,scattered clouds
517,Alta Gracia,AR,-31.6529,-64.4283,80.01,61,75,8.05,broken clouds
518,Jaisalmer,IN,26.9147,70.9181,53.58,27,0,4.9,clear sky
519,Ulladulla,AU,-35.35,150.4667,78.01,69,0,6.87,clear sky
520,Tilichiki,RU,60.4667,166.1,-25.28,83,12,7.96,few clouds
521,Kiruna,SE,67.8557,20.2251,-7.6,77,90,0.51,overcast clouds
522,Pine Bluff,US,34.2284,-92.0032,55.4,33,1,11.5,clear sky
523,Vostok,RU,46.4856,135.8833,-3.55,93,94,3.78,overcast clouds
524,Kudahuvadhoo,MV,2.6708,72.8944,81.54,79,100,17.45,overcast clouds
525,Boa Vista,BR,2.8197,-60.6733,86.0,54,40,12.66,scattered clouds
526,Avera,US,33.194,-82.5271,53.6,47,1,6.91,clear sky
527,Port Lincoln,AU,-34.7333,135.8667,58.73,70,13,8.41,few clouds
528,Zapolyarnyy,RU,69.4154,30.8136,-0.4,65,75,14.97,broken clouds
529,Dingle,PH,10.9995,122.6711,75.63,86,93,10.22,overcast clouds
530,Genhe,CN,50.7833,121.5167,-24.66,84,91,1.92,overcast clouds
531,Portland,US,45.5234,-122.6762,54.0,54,75,5.75,broken clouds
532,San Quintin,MX,30.4833,-115.95,67.32,26,0,4.65,clear sky
533,Bakchar,RU,57.0186,82.0711,-11.67,90,99,6.71,overcast clouds
534,Ghanzi,BW,-21.5667,21.7833,75.72,67,17,4.99,light rain
535,Thinadhoo,MV,0.5333,72.9333,82.0,73,91,18.92,overcast clouds
536,Wilson,US,36.1501,-86.2833,48.2,49,1,12.66,clear sky
537,Praya,CV,14.9215,-23.5087,71.6,68,75,23.02,broken clouds
538,Ternate,ID,0.8,127.4,81.0,79,99,4.07,overcast clouds
539,Huangchuan,CN,32.1272,115.0394,41.31,67,3,6.73,clear sky
540,Porto Velho,BR,-8.7619,-63.9039,78.8,94,75,9.22,heavy intensity rain
541,Tautira,PF,-17.7333,-149.15,86.0,66,40,5.75,light rain
542,Dongli,CN,23.5656,116.8194,41.0,81,0,2.24,clear sky
543,Kautokeino,NO,69.0125,23.0412,-8.05,88,100,5.26,overcast clouds
544,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,83,40,17.27,scattered clouds
545,Ishigaki,JP,24.3448,124.1572,59.0,72,40,6.91,scattered clouds
546,Gazli,UZ,40.1333,63.45,32.41,90,0,15.59,clear sky
547,Pemberton,CA,50.3164,-122.8027,43.0,70,40,3.44,scattered clouds
548,Altamont,US,42.2068,-121.7372,53.6,58,20,11.5,few clouds
549,Mana,GF,5.6592,-53.7767,79.29,78,67,11.68,broken clouds
550,Hay River,CA,60.8156,-115.7999,23.0,86,57,12.66,broken clouds
551,Hokitika,NZ,-42.7167,170.9667,63.41,74,64,2.77,broken clouds
552,Vredendal,ZA,-31.6683,18.5012,69.76,70,0,2.15,clear sky
553,Gourcy,BF,13.2167,-2.35,74.5,17,0,9.55,clear sky
554,Ginir,ET,7.1333,40.7,58.64,40,0,4.07,clear sky
555,Den Helder,NL,52.9599,4.7593,39.99,70,75,8.05,broken clouds
556,Mount Isa,AU,-20.7333,139.5,84.2,45,31,14.88,scattered clouds
557,Griffith,US,41.5284,-87.4237,41.0,75,40,9.22,scattered clouds
558,Warrington,GB,53.3925,-2.5802,42.8,100,75,8.05,mist
559,Port Hueneme,US,34.1478,-119.1951,78.8,32,1,13.8,clear sky
560,Acarau,BR,-2.8856,-40.12,80.35,78,100,14.76,overcast clouds
561,Svetlogorsk,BY,52.6333,29.7333,20.19,98,96,6.29,overcast clouds
562,Hrodna,BY,53.6884,23.8258,25.09,99,100,5.99,overcast clouds
563,Tungor,RU,53.3808,142.9564,-7.1,88,100,12.08,overcast clouds
564,Santa Ines,BR,-3.6667,-45.38,78.17,91,98,3.29,overcast clouds
565,Poopo,BO,-18.3667,-66.9667,59.0,51,40,11.5,moderate rain
566,Phalaborwa,ZA,-23.943,31.1411,77.0,78,0,8.05,light rain
567,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-5.8,65,0,6.71,clear sky
568,Boca Do Acre,BR,-8.7522,-67.3978,81.88,81,85,2.86,overcast clouds
569,Lewistown,US,40.5992,-77.5714,41.0,65,1,4.61,clear sky
570,Epe,NG,6.5841,3.9834,79.23,85,0,5.48,clear sky
571,Gilgit,PK,35.9221,74.3087,27.57,36,0,2.51,clear sky
572,Abnub,EG,27.2696,31.1511,57.2,58,0,11.5,clear sky
573,Trairi,BR,-3.2778,-39.2689,79.32,78,49,9.66,scattered clouds
574,Pitimbu,BR,-7.4706,-34.8086,80.6,78,75,8.05,broken clouds
575,Huadian,CN,42.9633,126.7478,-0.42,88,0,7.2,clear sky
576,Marsh Harbour,BS,26.5412,-77.0636,73.02,74,68,4.18,broken clouds
577,Tsiroanomandidy,MG,-18.7667,46.0333,70.29,90,92,3.91,light rain
578,Silver City,US,32.7701,-108.2803,57.99,16,1,4.61,clear sky
579,Lakhnadon,IN,22.6,79.6,50.05,44,0,3.22,clear sky
580,Barreirinhas,BR,-2.7469,-42.8264,78.76,81,100,8.21,overcast clouds
581,Prince Rupert,CA,54.3161,-130.3201,44.6,75,40,9.22,light rain
582,Talas,TR,38.6908,35.5538,32.0,100,75,2.3,light snow
583,Arukula,EE,59.3644,25.0772,21.99,86,90,11.5,light snow
584,Yeniseysk,RU,58.4497,92.1703,-15.05,88,100,5.77,light snow
585,Chapais,CA,49.7834,-74.8492,28.4,93,90,11.5,light snow
586,Velikodvorskiy,RU,55.25,40.6678,3.02,94,100,15.28,snow
587,Dickinson,US,29.4608,-95.0513,60.01,41,1,6.91,clear sky
588,Aguilas,ES,37.4063,-1.5829,44.01,61,0,1.99,clear sky
589,Abancay,PE,-13.6339,-72.8814,71.06,51,83,7.38,light rain
590,San Luis,AR,-33.295,-66.3356,80.13,46,57,13.78,broken clouds
591,Makat,KZ,47.6469,53.3463,18.88,95,85,26.24,overcast clouds
592,Mayskiy,RU,47.6931,40.1025,35.6,93,75,13.42,light rain
593,Tessalit,ML,20.1986,1.0114,67.01,23,0,12.03,clear sky
594,Arrecife,ES,28.963,-13.5477,60.8,59,20,6.91,few clouds
595,Chake Chake,TZ,-5.2459,39.7666,76.95,85,0,9.08,clear sky
596,Svetlaya,RU,46.5389,138.3297,16.74,85,100,9.1,overcast clouds
597,Kijang,KR,35.2442,129.2139,32.0,86,0,1.14,clear sky
598,Muswellbrook,AU,-32.2667,150.9,73.0,74,11,4.0,heavy intensity rain
599,Tuy Hoa,VN,13.0833,109.3,63.32,83,92,6.04,overcast clouds
600,Tendo,JP,38.3536,140.3697,37.4,65,75,8.05,broken clouds
601,Caxias,PT,38.7031,-9.2767,50.0,87,20,8.05,few clouds
602,Staryy Nadym,RU,65.6118,72.6842,4.15,90,74,16.73,broken clouds
603,Iaciara,BR,-14.0958,-46.6317,75.27,79,58,4.05,broken clouds
604,Colonesti,RO,44.65,24.6667,29.71,91,9,6.73,clear sky
605,Inirida,CO,3.8653,-67.9239,81.0,79,91,4.12,light rain
606,Babstovo,RU,48.1167,132.4833,-0.92,87,100,7.72,overcast clouds
607,Algeciras,ES,36.1333,-5.4505,51.8,66,0,14.97,clear sky
608,Nadym,RU,65.5333,72.5167,3.79,90,81,17.49,broken clouds
609,Puerto Colombia,CO,10.9878,-74.9547,86.0,62,75,11.5,broken clouds
610,Wabrzezno,PL,53.2799,18.9477,34.0,97,87,1.01,overcast clouds
611,Hearst,CA,49.6835,-83.6665,28.4,93,92,5.75,overcast clouds
612,Senneterre,CA,48.3835,-77.2328,30.2,100,90,8.05,light snow
613,Nuuk,GL,64.1835,-51.7216,26.6,93,90,1.14,light snow
614,Pochinok,RU,54.4068,32.4407,14.67,96,100,13.27,snow
615,Mayo,US,38.8876,-76.5119,46.0,70,1,6.91,clear sky
616,Whitley Bay,GB,55.0397,-1.4471,36.0,93,75,2.35,light rain
617,Halifax,CA,44.6453,-63.5724,33.8,69,75,6.91,broken clouds
618,Minna,NG,9.6139,6.5569,76.46,18,0,5.91,clear sky
619,Bac Lieu,VN,9.285,105.7244,70.84,87,91,6.11,overcast clouds
620,San Vicente,AR,-26.6167,-54.1333,77.99,82,72,5.73,light rain
621,Ust-Maya,RU,60.4167,134.5333,-47.97,76,79,0.18,broken clouds
622,Lucapa,AO,-8.4192,20.7447,65.88,96,98,2.82,overcast clouds
623,Bambanglipuro,ID,-7.95,110.2833,76.87,84,100,5.08,overcast clouds
624,Barcelos,PT,41.5388,-8.6151,44.01,100,0,4.61,clear sky
625,Kaihua,CN,23.3687,104.28,39.13,81,20,1.97,few clouds
626,Bastia,FR,42.6667,9.3333,48.0,81,0,5.75,clear sky
627,Chodavaram,IN,17.8333,82.95,69.8,100,0,2.3,mist
628,Paragominas,BR,-2.9667,-47.4833,74.91,95,98,3.98,heavy intensity rain
629,General Roca,AR,-39.0333,-67.5833,93.2,26,40,10.36,light rain
630,Richards Bay,ZA,-28.783,32.0377,74.55,89,87,2.91,overcast clouds
631,Drummondville,CA,45.8834,-72.4824,33.01,93,100,3.44,overcast clouds
632,Ketchikan,US,55.3422,-131.6461,39.2,93,75,8.05,light rain
633,Sabang,ID,5.8933,95.3214,80.78,79,100,18.19,overcast clouds
634,Chokwe,MZ,-24.5333,32.9833,75.88,88,3,4.65,clear sky
635,San-Pedro,CI,4.7485,-6.6363,77.63,88,77,6.91,light rain
636,Bandarbeyla,SO,9.4942,50.8122,72.95,78,18,24.16,few clouds
637,Tigil,RU,57.8,158.6667,-8.12,87,44,6.2,scattered clouds
638,Huarmey,PE,-10.0681,-78.1522,74.64,73,74,11.88,broken clouds
639,Doha,QA,25.2867,51.5333,62.6,67,0,5.75,clear sky
640,Mitu,CO,1.1983,-70.1733,79.18,93,96,1.52,moderate rain
641,Vanavara,RU,60.34,102.2797,-15.0,88,100,9.82,overcast clouds
642,Alappuzha,IN,9.49,76.3264,75.34,88,100,14.41,light rain
643,Cabedelo,BR,-6.9811,-34.8339,80.6,78,75,8.05,broken clouds
644,Maniitsoq,GL,65.4167,-52.9,22.41,97,100,8.16,light snow
645,Boyolangu,ID,-8.1181,111.8935,75.61,87,100,2.19,light rain
646,Mogadishu,SO,2.0371,45.3438,76.19,83,34,20.67,scattered clouds
647,Rosetta,EG,31.4044,30.4164,62.6,63,40,12.66,light rain
648,Pacifica,US,37.6138,-122.4869,64.99,72,75,3.44,broken clouds
649,Yaan,NG,7.3833,8.5667,80.01,16,0,2.33,clear sky
650,Hamilton,US,39.1834,-84.5333,46.4,49,1,10.36,clear sky
651,Kendari,ID,-3.945,122.4989,76.12,92,99,3.58,light rain
652,Narasannapeta,IN,18.4167,84.05,69.03,89,92,4.32,overcast clouds
653,Sobolevo,RU,54.4299,31.8996,15.44,96,100,13.06,snow
654,Eureka,US,40.8021,-124.1637,61.0,95,84,3.0,broken clouds
655,Uruzgan,AF,32.8333,66.0,35.33,61,0,6.78,clear sky
656,Laguna,US,38.421,-121.4238,66.0,68,1,5.19,clear sky
657,Shanghai,CN,31.2222,121.4581,41.0,87,0,2.24,clear sky
658,Jijiga,ET,9.35,42.8,57.16,45,8,8.5,clear sky
659,Lahad Datu,MY,5.0268,118.327,75.9,93,100,8.05,overcast clouds
660,Naze,JP,28.3667,129.4833,52.0,65,0,5.57,clear sky
661,Chase,CA,50.8165,-119.6857,44.6,45,90,4.61,overcast clouds
662,Nakamura,JP,32.9833,132.9333,39.02,86,0,3.47,clear sky
663,Denpasar,ID,-8.65,115.2167,80.6,89,75,1.14,broken clouds
664,Acandi,CO,8.5063,-77.2778,81.52,75,100,6.55,overcast clouds
665,Marovoay,MG,-16.1,46.6333,82.4,83,20,4.61,few clouds
666,Lohja,FI,60.2486,24.0653,17.01,91,99,8.99,overcast clouds
667,Biloxi,US,30.396,-88.8853,53.01,57,1,9.22,clear sky
668,Bose,IT,45.4612,8.0137,43.0,56,0,0.78,clear sky
669,Hovd,MN,48.0056,91.6419,2.53,74,4,11.05,clear sky
670,Manaus,BR,-3.1019,-60.025,80.6,78,40,6.91,moderate rain
671,Adre,TD,13.4667,22.2,65.14,25,0,10.4,clear sky
672,Mustasaari,FI,63.1142,21.6822,12.0,78,90,6.91,light snow
673,Ndende,GA,-2.4008,11.3581,70.63,97,100,1.05,light rain
674,Byron Bay,AU,-28.65,153.6167,71.6,88,51,5.75,broken clouds
675,Arinos,BR,-15.9169,-46.1056,75.49,85,60,1.63,broken clouds
676,Shelburne,CA,44.0787,-80.2041,35.6,80,90,8.05,overcast clouds
677,Soubre,CI,5.7856,-6.6083,74.98,93,100,2.95,overcast clouds
678,Patrocinio,BR,-18.9439,-46.9925,77.0,83,20,5.75,moderate rain
679,Ponta Delgada,PT,37.7333,-25.6667,62.01,94,75,5.75,light rain
680,Pachino,IT,36.7186,15.0907,53.01,69,0,16.82,clear sky
681,Grand Gaube,MU,-20.0064,57.6608,78.01,82,14,3.0,few clouds
682,Abalak,RU,58.1286,68.5944,-21.26,87,0,5.35,clear sky
683,Vryburg,ZA,-26.9566,24.7284,73.67,62,34,7.92,light rain
684,Cap Malheureux,MU,-19.9842,57.6142,78.01,82,13,3.0,few clouds
685,Kisangani,CD,0.5167,25.2,74.05,72,100,2.17,overcast clouds
686,Herat,AF,34.5,62.0,36.46,62,0,0.49,clear sky
687,Mbabane,SZ,-26.3167,31.1333,77.0,94,95,3.44,light rain
688,Solnechnyy,RU,50.7214,136.6319,-8.09,85,100,7.43,overcast clouds
689,Porto Novo,BJ,6.4965,2.6036,82.4,83,20,14.97,few clouds
690,Nanakuli,US,21.3906,-158.1547,82.4,57,1,8.05,clear sky
691,Launceston,AU,-41.45,147.1667,61.0,72,0,4.61,clear sky
692,Banff,CA,51.1762,-115.5698,30.2,74,100,6.91,overcast clouds
693,Acajutla,SV,13.5928,-89.8275,87.8,40,20,3.44,few clouds
694,Isahaya,JP,32.8411,130.0431,42.8,93,40,13.8,scattered clouds
695,Tabou,CI,4.423,-7.3528,78.22,85,99,6.53,moderate rain
696,Melito Di Porto Salvo,IT,37.9222,15.7714,57.2,67,40,11.5,scattered clouds
697,Shimanovsk,RU,52.0,127.7,-20.31,86,45,6.24,scattered clouds
698,Salamiyah,SY,35.0113,37.0532,55.42,80,66,17.11,broken clouds
699,Lalsot,IN,26.5667,76.3333,51.8,58,0,3.15,haze
700,Bibiani,GH,6.4635,-2.3194,72.84,92,38,2.82,scattered clouds
701,San Jeronimo,PE,-11.9472,-75.2829,60.76,57,82,5.73,moderate rain
702,Qeshm,IR,26.9581,56.2719,57.2,50,0,4.61,clear sky
703,Yemelyanovo,RU,56.1681,92.6767,-2.2,65,75,11.18,light snow
704,Khandbari,NP,27.3747,87.2039,49.35,64,25,2.39,scattered clouds
705,Loralai,PK,30.3705,68.598,42.78,42,0,1.97,clear sky
706,Bay Roberts,CA,47.5999,-53.2648,30.0,82,64,3.22,broken clouds
707,Juelsminde,DK,55.7088,10.0167,34.0,82,100,8.99,light snow
708,Tambovka,RU,50.0969,128.0489,-16.6,76,0,4.47,clear sky
